all_planet_names,Light_Years_From_Earth,Planet_Mass,Stellar_Magnitude,Discovery_Date,visibility_from_naked_eyes
Kepler-640 b,557.787,7.08,13.885,2016,not visible
Kepler-218 d,656.38,7.56,14.035,2016,not visible
Kepler-1301 b,854.28,2.54,15.656,2016,not visible
Kepler-902 b,1165.34,6.99,14.992,2016,not visible
Kepler-893 b,1285.59,9.43,15.347,2016,not visible
Kepler-894 b,1162.91,8.15,15.686,2016,not visible
Kepler-895 b,540.134,2.99,16.21,2016,not visible
Kepler-896 b,2334.93,6.94,15.457,2016,not visible
Kepler-897 b,1519.25,6.3,15.177,2016,not visible
Kepler-898 b,484.891,2.83,16.695,2016,not visible
Kepler-899 b,1246.43,7.65,15.713,2016,not visible
Kepler-900 b,487.525,4.98,15.19,2016,not visible
Kepler-901 b,253.867,2.45,15.85,2016,not visible
Kepler-903 b,1369.24,4.7,14.856,2016,not visible
Kepler-912 b,2004.72,8.25,15.668,2016,not visible
Kepler-903 c,1369.24,6.94,14.856,2016,not visible
Kepler-904 b,978.125,3.78,14.56,2016,not visible
Kepler-905 b,529.268,2.57,14.058,2016,not visible
Kepler-906 b,757.791,5.1,14.019,2016,not visible
Kepler-907 b,352,1.87,11.16,2016,not visible
Kepler-908 b,290.843,1.98,11.607,2016,not visible
Kepler-909 b,309.596,2.76,11.626,2016,not visible
Kepler-910 b,400.289,0.477,11.44,2016,not visible
Kepler-911 b,556.168,7.27,11.767,2016,not visible
Kepler-926 b,921.361,5.95,14.431,2016,not visible
Kepler-927 b,831.685,3.61,14.817,2016,not visible
Kepler-928 b,508.809,3.15,15.586,2016,not visible
Kepler-1289 b,1053.57,2.92,14.732,2016,not visible
WASP-119 b,302.448,1599.0,12.314,2016,not visible
Kepler-630 b,839.784,10.2,14.001,2016,not visible
Kepler-629 b,372.05,2.48,13.481,2016,not visible
Kepler-627 b,984.307,13.4,14.181,2016,not visible
Kepler-626 b,635.643,5.86,14.086,2016,not visible
Kepler-625 c,760.708,1.16,13.395,2016,not visible
Kepler-625 b,760.708,4.62,13.395,2016,not visible
Kepler-624 b,748.188,5.95,13.637,2016,not visible
Kepler-1288 b,814.078,1.46,13.199,2016,not visible
Kepler-1290 b,1593.7,2.6,15.871,2016,not visible
Kepler-929 b,1311.23,1.41,14.738,2016,not visible
Kepler-1291 b,897.352,3.39,16.261,2016,not visible
Kepler-1292 b,1493.43,3.97,16.337,2016,not visible
Kepler-1293 b,1028.16,0.871,13.377,2016,not visible
Kepler-1294 b,1855.7,10.3,15.361,2016,not visible
Kepler-1295 b,1174.46,3.02,16.227,2016,not visible
Kepler-1296 b,1551.54,0.693,14.934,2016,not visible
Kepler-1297 b,1439.47,0.871,14.867,2016,not visible
Kepler-1298 b,544.163,2.27,11.388,2016,not visible
Kepler-1299 b,1404.94,9.17,15.962,2016,not visible
WASP-124 b,448.637,780.0,12.724,2016,not visible
WASP-129 b,301.462,,12.179,2016,not visible
WASP-133 b,559.084,1508.0,12.891,2016,not visible
Kepler-1287 b,1003.26,2.99,15.216,2016,not visible
Kepler-931 b,490,2.33,14.643,2016,not visible
Kepler-932 b,465.612,2.45,14.308,2016,not visible
Kepler-933 b,1017.2,6.62,15.614,2016,not visible
Kepler-934 b,608.738,5.02,15.238,2016,not visible
Kepler-936 b,823.399,2.7,14.84,2016,not visible
Kepler-937 b,1571.46,13.4,15.405,2016,not visible
Kepler-937 c,1571.46,7.61,15.405,2016,not visible
Kepler-1275 b,1153.98,2.79,14.595,2016,not visible
Kepler-1276 b,538.481,1.81,12.992,2016,not visible
Kepler-1277 b,557.193,3.19,14.306,2016,not visible
Kepler-1278 b,889.426,1.01,13.782,2016,not visible
Kepler-1279 b,1494.22,3.71,14.137,2016,not visible
Kepler-1280 b,1486.7,4.16,14.196,2016,not visible
Kepler-1281 b,1090,3.33,15.961,2016,not visible
Kepler-1282 b,1103.29,3.02,15.707,2016,not visible
Kepler-1283 b,2921.99,4.31,15.269,2016,not visible
Kepler-1284 b,882.324,1.92,15.912,2016,not visible
Kepler-1285 b,422.269,0.871,11.717,2016,not visible
Kepler-1286 b,1354.46,5.27,15.278,2016,not visible
Kepler-892 b,570.727,8.3,15.967,2016,not visible
Kepler-891 b,2340.58,33.6,15.386,2016,not visible
Kepler-890 b,1712.12,239.2,15.235,2016,not visible
Kepler-594 b,769.2,5.39,14.906,2016,not visible
Kepler-609 b,1065.82,11.2,14.96,2016,not visible
Kepler-602 b,1159.31,5.02,14.72,2016,not visible
Kepler-601 b,414.825,4.27,14.151,2016,not visible
Kepler-600 b,619.723,8.75,14.846,2016,not visible
Kepler-599 b,558.517,8.45,15.067,2016,not visible
Kepler-598 b,681.086,2.86,14.829,2016,not visible
Kepler-597 b,663.418,6.21,14.12,2016,not visible
Kepler-596 b,1023.85,11.8,14.128,2016,not visible
Kepler-595 b,643.009,17.4,15.067,2016,not visible
Kepler-593 b,973.76,8.6,14.622,2016,not visible
Kepler-176 e,527.321,2.7,14.767,2016,not visible
Kepler-592 b,1153.13,6.3,14.846,2016,not visible
Kepler-591 b,785.137,11.4,14.628,2016,not visible
Kepler-590 b,1421.81,15.2,14.554,2016,not visible
Kepler-589 b,612.803,5.77,14.775,2016,not visible
Kepler-588 b,1209.4,7.41,14.8,2016,not visible
Kepler-587 b,787.894,5.6,15.011,2016,not visible
Kepler-586 b,693.766,8.2,14.435,2016,not visible
Kepler-585 b,585.187,8.4,14.188,2016,not visible
Kepler-584 b,1848.84,16.5,14.973,2016,not visible
Kepler-613 b,861.494,5.86,14.795,2016,not visible
Kepler-617 b,173.354,2.3,15.549,2016,not visible
Kepler-621 b,389,5.9,15.22,2016,not visible
Kepler-657 b,1691.88,12.2,15.404,2016,not visible
Kepler-796 b,817.584,2.24,13.175,2016,not visible
Kepler-791 b,1266.34,9.53,14.473,2016,not visible
Kepler-786 b,485.318,6.48,15.253,2016,not visible
Kepler-781 b,1064.47,8.7,16.207,2016,not visible
Kepler-777 b,443.106,2.76,16.131,2016,not visible
Kepler-749 b,721.027,9.8,16.153,2016,not visible
Kepler-745 b,1780.38,5.31,15.427,2016,not visible
Kepler-740 b,1442.02,18.9,16.022,2016,not visible
Kepler-735 b,695.059,9.01,15.492,2016,not visible
Kepler-732 b,174.826,5.39,16.53,2016,not visible
Kepler-727 b,831.842,6.94,15.453,2016,not visible
Kepler-722 c,1239.5,8.35,15.489,2016,not visible
Kepler-718 b,1302.33,170300.0,15.399,2016,not visible
Kepler-714 b,2083.37,276.9,15.43,2016,not visible
Kepler-710 b,1448.34,4.19,15.071,2016,not visible
Kepler-676 b,295.196,9.48,17.15,2016,not visible
Kepler-671 b,1168.26,7.7,15.491,2016,not visible
Kepler-667 b,2302.45,20.1,15.362,2016,not visible
Kepler-662 b,815.637,5.39,15.598,2016,not visible
Kepler-583 b,867.271,5.82,14.883,2016,not visible
WASP-126 b,216.526,369.343,10.994,2016,not visible
Kepler-889 b,598.313,1.32,12.998,2016,not visible
Kepler-642 b,781.582,8.75,13.335,2016,not visible
Kepler-651 b,509.408,6.21,14.233,2016,not visible
Kepler-650 b,884.378,9.06,13.825,2016,not visible
Kepler-649 b,513.748,5.73,13.556,2016,not visible
Kepler-648 b,636.03,10.5,14.027,2016,not visible
Kepler-647 b,1087.87,1.71,14.067,2016,not visible
Kepler-646 b,451.794,4.62,14.026,2016,not visible
Kepler-645 b,1173.57,5.06,13.944,2016,not visible
Kepler-644 b,1318.05,10.1,14.031,2016,not visible
Kepler-643 b,1063.58,1313.0,13.988,2016,not visible
Kepler-641 b,969.918,4.08,13.807,2016,not visible
KELT-15 b,324.683,1703.0,11.39,2016,not visible
Kepler-882 b,504.605,2.04,14.188,2016,not visible
Kepler-884 b,476.733,2.04,13.164,2016,not visible
KELT-10 b,188.404,882.7,10.617,2016,not visible
Kepler-304 e,434.684,1.87,15.065,2016,not visible
Kepler-885 b,651.318,6.8,12.948,2016,not visible
Kepler-886 b,711.297,2.92,14.054,2016,not visible
Kepler-887 b,886.588,4.04,13.52,2016,not visible
Kepler-887 c,886.588,1.51,13.52,2016,not visible
Kepler-888 b,420.817,3.75,13.061,2016,not visible
Kepler-652 b,394.55,6.76,13.618,2016,not visible
Kepler-653 b,595.634,4.46,13.498,2016,not visible
Kepler-653 c,595.634,0.399,13.498,2016,not visible
Kepler-654 b,974.124,4.94,13.762,2016,not visible
KELT-14 b,250.121,1669.2,11.001,2016,not visible
WASP-90 b,466.433,819.0,11.618,2016,not visible
WASP-76 b,194.459,1196.0,9.518,2016,not visible
Kepler-881 b,1375.18,3.82,15.281,2016,not visible
Kepler-1124 b,289.899,2.18,16.745,2016,not visible
Kepler-1123 b,704.323,3.43,14.933,2016,not visible
Kepler-1122 b,1230.42,4.82,15.405,2016,not visible
Kepler-1121 b,482.047,4.31,12.144,2016,not visible
Kepler-1120 b,615.231,2.48,15.494,2016,not visible
Kepler-1119 b,1757.23,4.35,15.296,2016,not visible
Kepler-1118 b,888.325,7.95,15.238,2016,not visible
Kepler-1117 b,568.487,1.41,14.15,2016,not visible
Kepler-1116 b,1008.57,6.99,15.424,2016,not visible
Kepler-539 b,307.318,1261.0,12.444,2016,not visible
Kepler-1114 b,418.417,2.39,13.935,2016,not visible
Kepler-1113 b,1073.88,8.3,14.943,2016,not visible
Kepler-1112 b,1671.28,9.38,14.74,2016,not visible
Kepler-1111 b,841.536,4.66,14.88,2016,not visible
Kepler-655 b,752.562,7.8,13.568,2016,not visible
Kepler-1300 b,777.025,2.45,12.861,2016,not visible
Kepler-1302 b,634.58,2.63,15.172,2016,not visible
Kepler-804 c,649.65,1.55,13.864,2016,not visible
GJ 536 b,10.4092,5.36,9.71,2016,not visible
V830 Tauri b,130.111,910.0,12.23,2016,not visible
EPIC 211822797 b,186.197,4.35,15.133,2016,not visible
GJ 676 A c,16.0272,17539.6,9.58,2016,not visible
HD 30177 c,55.5867,7995.0,8.41,2016,not visible
HIP 41378 e,106.289,26.0,8.93,2016,not visible
HIP 41378 f,106.289,302.9,8.93,2016,not visible
NGC 2682 YBP 401 b,830.822,598.0,13.699,2016,not visible
Kepler-460 c,1274.01,26.1,13.834,2016,not visible
2MASS J22362452+4751425 b,69.5737,16250.0,12.368,2016,not visible
HD 111998 b,33.2237,6240.0,6.11006,2016,not visible
OGLE-2007-BLG-349L AB c,2760,327.223,24.73,2016,not visible
HD 128356 b,26.1548,1157.0,8.2411,2016,not visible
HD 133131 A b,51.4736,1846.0,7.66,2016,not visible
HD 133131 A c,51.4736,546.0,7.66,2016,not visible
HD 133131 B b,51.2993,3250.0,8.413,2016,not visible
HD 147873 b,109.055,6682.0,7.96,2016,not visible
HD 147873 c,109.055,2990.0,7.96,2016,not visible
HD 164922 c,22.0016,13.0,7.01227,2016,not visible
HD 165155 b,63.3574,3757.0,9.36,2016,not visible
HD 222076 b,91.1538,2028.0,7.47,2016,not visible
Proxima Centauri b,1.30119,1.07,11.01,2016,not visible
HIP 41378 d,106.289,14.9,8.93,2016,not visible
Kepler-1303 b,897.783,2.6,14.854,2016,not visible
Kepler-1105 b,318.004,4.7,15.315,2016,not visible
Kepler-1094 b,1291.01,10.2,15.318,2016,not visible
Kepler-1096 b,377.976,2.07,15.438,2016,not visible
Kepler-1097 b,719.802,10.7,15.652,2016,not visible
Kepler-1098 b,1049.19,2.24,14.886,2016,not visible
Kepler-1100 b,693.618,3.71,13.952,2016,not visible
Kepler-1101 b,742.473,6.66,15.156,2016,not visible
Kepler-1102 b,1246.05,7.56,14.928,2016,not visible
Kepler-1103 b,1331.92,5.77,14.294,2016,not visible
Kepler-1104 b,530.658,2.04,12.125,2016,not visible
Kepler-1106 b,1090.7,3.36,14.863,2016,not visible
HIP 41378 c,106.289,7.08,8.93,2016,not visible
Kepler-1107 b,428.798,2.36,14.315,2016,not visible
BD+20 594 b,179.461,22.248,10.849,2016,not visible
GJ 3998 b,18.1459,2.47,10.844,2016,not visible
GJ 3998 c,18.1459,6.26,10.844,2016,not visible
HD 191806 b,65.6668,12134.2,8.09,2016,not visible
HD 214823 b,101.368,24193.0,8.06,2016,not visible
HD 219828 c,73.114,20870.2,8.04,2016,not visible
HD 221585 b,55.8535,2093.0,7.457,2016,not visible
HIP 41378 b,106.289,6.54,8.93,2016,not visible
HD 224538 b,79.0608,8490.3,8.06,2016,not visible
HD 3167 b,47.2899,4.97,8.97,2016,not visible
HD 3167 c,47.2899,11.13,8.97,2016,not visible
K2-336 b,239.289,1.98,12.803,2016,not visible
Kepler-1108 b,767.701,2.73,15.132,2016,not visible
Kepler-1109 b,685.087,5.43,14.405,2016,not visible
Kepler-1110 b,726.828,7.56,16.274,2016,not visible
K2-354 b,91.722,3.05,15.296,2016,not visible
EPIC 212297394 c,418.395,5.77,14.611,2016,not visible
EPIC 212587672 c,320.07,5.99,12.488,2016,not visible
K2-330 b,160.125,8.1,9.608,2016,not visible
K2-335 b,557.993,5.52,12.556,2016,not visible
K2-337 b,421.636,7.37,12.385,2016,not visible
HD 42618 b,24.3358,14.4,6.87,2016,not visible
K2-338 b,156.951,1.08,13.322,2016,not visible
K2-340 b,738.136,11.2,14.428,2016,not visible
K2-345 b,162.408,5.1,15.72,2016,not visible
K2-346 b,105.58,5.73,11.903,2016,not visible
K2-347 b,320.336,6.39,15.15,2016,not visible
K2-349 b,453.567,2.48,14.585,2016,not visible
K2-350 c,489.368,7.95,13.449,2016,not visible
K2-351 b,694.734,6.99,14.195,2016,not visible
Nu Octantis A b,21.1999,3120.0,3.73,2016,visible
Kepler-603 b,1539.63,7.51,14.969,2016,not visible
Kepler-603 c,1539.63,34.5,14.969,2016,not visible
Kepler-603 d,1539.63,2.3,14.969,2016,not visible
Kepler-604 b,1026.49,7.22,14.791,2016,not visible
HD 59686 A b,89.2721,8996.0,5.44299,2016,visible
HD 68402 b,78.4293,10270.0,9.11,2016,not visible
HD 72892 b,69.7311,7108.4,8.83,2016,not visible
HD 86950 b,209.839,4680.0,7.47,2016,not visible
HD 87646 b,73.58352,16120.0,8.07,2016,not visible
HD 9174 b,81.4893,1443.0,8.4,2016,not visible
HR 2562 b,34.0071,39000.0,6.11,2016,not visible
KIC 7917485 b,1382.89,15340.0,13.166,2016,not visible
Kepler-192 d,651.674,1.04,14.308,2016,not visible
Rho Coronae Borealis c,17.5108,28.2,5.41,2016,visible
WASP-85 A b,141.887,1644.5,10.72,2016,not visible
HD 47366 b,84.3552,2706.6,6.11151,2016,not visible
HD 47366 c,84.3552,1978.6,6.11151,2016,not visible
EPIC 220674823 b,244.59,8.21,12.101,2016,not visible
EPIC 220674823 c,244.59,8.9,12.101,2016,not visible
WASP-87 b,298.392,2834.0,10.727,2016,not visible
Kepler-191 d,594.464,5.82,14.987,2016,not visible
Kepler-605 c,556.58,0.566,14.376,2016,not visible
Kepler-605 b,556.58,2.67,14.376,2016,not visible
Kepler-1093 c,1072.88,4.5,13.781,2016,not visible
Kepler-1093 b,1072.88,4.46,13.781,2016,not visible
Kepler-1092 b,981.233,4.94,14.659,2016,not visible
Kepler-1314 b,141.9868506,22.9,17.816,2016,not visible
K2-28 b,62.9969,5.99,16.526,2016,not visible
K2-19 d,289.827,10.0,13.024,2016,not visible
Kepler-947 b,1730.78,5.82,16.064,2016,not visible
Kepler-948 b,868.017,4.08,14.811,2016,not visible
Kepler-950 b,2161.6,244.4,16.0,2016,not visible
Kepler-951 b,382.509,26.7,14.841,2016,not visible
Kepler-952 b,1304.25,185.9,15.323,2016,not visible
Kepler-953 c,258.893,1.81,11.871,2016,not visible
Kepler-1313 b,174.234,3.75,12.363,2016,not visible
Kepler-1315 b,480.869,2.48,15.133,2016,not visible
Kepler-1322 b,1350.32,3.22,15.876,2016,not visible
Kepler-1316 b,800.871,12.3,14.119,2016,not visible
Kepler-1318 b,475.248,9.85,15.531,2016,not visible
Kepler-1319 b,103.917,2.36,15.161,2016,not visible
Kepler-1320 b,647.424,3.53,15.936,2016,not visible
Kepler-1321 b,769.146,21.5,17.5054,2016,not visible
TYC 3667-1280-1 b,477.516,7020.0,9.856,2016,not visible
BD+15 2375 b,768.045,1379.3,10.41,2016,not visible
HD 5583 b,219.216,7514.0,7.604,2016,not visible
HIP 74890 b,78.6562,3120.0,7.05,2016,not visible
K2-31 b,110.527,2306.2,10.802,2016,not visible
K2-32 b,157.682,15.0,12.304,2016,not visible
K2-32 c,157.682,8.1,12.304,2016,not visible
K2-32 d,157.682,6.7,12.304,2016,not visible
Kepler-1304 b,2176.08,5.86,15.408,2016,not visible
Kepler-1305 b,1575.23,4.19,15.834,2016,not visible
Kepler-1306 b,1107.5,4.31,15.353,2016,not visible
Kepler-1307 b,1014.62,6.66,15.636,2016,not visible
Kepler-1308 b,112.705,0.093,16.4,2016,not visible
Kepler-1310 b,569.185,2.67,14.346,2016,not visible
Kepler-1311 b,866.331,2.07,13.528,2016,not visible
Kepler-1311 c,866.331,1.98,13.528,2016,not visible
Kepler-167 d,341.908,2.06,14.284,2016,not visible
Kepler-167 e,341.908,1313.0,14.284,2016,not visible
Kepler-411 c,153.676,26.4,12.448,2016,not visible
Kepler-939 b,2093.62,3.71,15.653,2016,not visible
Kepler-940 b,1260.78,11.1,15.727,2016,not visible
Kepler-941 b,1088.36,9.69,15.803,2016,not visible
Kepler-942 b,216.354,5.18,13.25,2016,not visible
Kepler-943 b,2300.53,29.5,15.76,2016,not visible
Kepler-945 b,1651.25,7.41,15.599,2016,not visible
Kepler-946 b,1137.29,4.38,15.011,2016,not visible
Kepler-198 d,495.358,2.96,13.684,2016,not visible
HIP 8541 b,155.121,10028.2,7.88,2016,not visible
Kepler-1323 b,465.417,2.92,12.444,2016,not visible
Kepler-1090 b,858.77,5.69,15.31,2016,not visible
HD 35759 b,71.2423,4888.0,7.74,2016,not visible
Kepler-611 b,1395.56,3.36,14.734,2016,not visible
Kepler-458 c,1594.74,16.4,14.027,2016,not visible
HD 12484 b,48.3367,3874.0,8.18,2016,not visible
Kepler-610 c,845.824,10.9,14.816,2016,not visible
Kepler-610 b,845.824,16.3,14.816,2016,not visible
Kepler-608 b,946.683,12.9,14.84,2016,not visible
Kepler-607 b,519.122,0.59,14.672,2016,not visible
HD 143105 b,46.7789,1573.0,6.77005,2016,not visible
HD 220842 b,64.6498,4134.0,7.98,2016,not visible
HIP 109384 b,58.9582,2028.0,9.61,2016,not visible
Kepler-1324 b,481.667,2.89,15.554,2016,not visible
HIP 109600 b,66.3361,3484.0,9.18,2016,not visible
HIP 65407 b,61.7804,556.4,9.38,2016,not visible
HIP 65407 c,61.7804,1019.2,9.38,2016,not visible
KELT-4 A b,218.05,1172.6,9.98,2016,not visible
Kepler-606 b,1215.11,11.0,14.895,2016,not visible
Kepler-872 b,879.683,4.62,15.242,2016,not visible
Kepler-398 d,177.355,0.615,13.499,2016,not visible
Kepler-401 d,965.56,5.77,13.366,2016,not visible
Kepler-403 d,840.269,2.6,12.818,2016,not visible
Kepler-612 b,1445.53,8.45,15.191,2016,not visible
Kepler-614 b,527.995,6.3,14.81,2016,not visible
Kepler-615 b,330,3.68,14.623,2016,not visible
Kepler-616 b,945.775,6.48,15.021,2016,not visible
Kepler-1326 b,698.326,16.3,12.842,2016,not visible
Kepler-1327 b,678.069,3.89,13.966,2016,not visible
Kepler-1328 b,813.543,0.904,13.969,2016,not visible
Kepler-1329 b,588.037,5.35,15.958,2016,not visible
Kepler-1331 b,319.197,1.16,15.58,2016,not visible
Kepler-1332 b,528.685,2.45,13.975,2016,not visible
Kepler-1333 b,932.446,8.3,15.421,2016,not visible
Kepler-1334 b,1223.04,5.86,15.461,2016,not visible
Kepler-1336 b,1126.64,4.58,14.264,2016,not visible
Kepler-1336 c,1126.64,3.57,14.264,2016,not visible
Kepler-1337 b,601.629,6.39,16.21,2016,not visible
Kepler-1339 b,371.049,0.285,12.344,2016,not visible
Kepler-1340 b,981.779,3.02,15.003,2016,not visible
Kepler-622 b,284.761,5.18,15.052,2016,not visible
Kepler-620 b,1355.28,11.0,14.844,2016,not visible
Kepler-619 c,900.678,3.5,14.84,2016,not visible
Kepler-619 b,900.678,10.1,14.84,2016,not visible
Kepler-618 b,1221.96,7.27,15.087,2016,not visible
Kepler-616 c,945.775,11.5,15.021,2016,not visible
Kepler-800 b,1019.26,8.5,15.92,2016,not visible
Kepler-1115 b,983.245,3.53,11.983,2016,not visible
Kepler-1559 b,614.827,0.299,14.549,2016,not visible
Kepler-1535 b,897.733,7.04,14.385,2016,not visible
Kepler-1542 c,399.114,0.208,12.734,2016,not visible
Kepler-1542 b,399.114,0.363,12.734,2016,not visible
Kepler-1541 b,416.692,1.65,13.944,2016,not visible
Kepler-1540 b,244.96,6.76,14.429,2016,not visible
Kepler-1539 b,748.326,7.75,15.487,2016,not visible
Kepler-1538 b,1125.3,8.35,15.551,2016,not visible
Kepler-1537 b,517.292,1.76,14.827,2016,not visible
Kepler-1536 b,387.248,10.0,15.464,2016,not visible
Kepler-1534 b,1107,4.23,16.429,2016,not visible
Kepler-1341 b,476.957,9.22,15.356,2016,not visible
Kepler-1533 b,966.801,11.8,13.289,2016,not visible
Kepler-1532 b,798.246,2.39,15.293,2016,not visible
Kepler-1531 b,666.334,1.41,13.202,2016,not visible
Kepler-1530 c,489.876,3.36,14.15,2016,not visible
Kepler-1530 b,489.876,3.33,14.15,2016,not visible
Kepler-1529 b,661.014,5.06,15.297,2016,not visible
Kepler-1528 b,817.534,2.73,14.576,2016,not visible
Kepler-1527 b,1842.13,20.4,15.161,2016,not visible
Kepler-1542 d,399.114,0.59,12.734,2016,not visible
Kepler-1338 b,753.26,0.721,13.699,2016,not visible
Kepler-1525 b,382.989,0.693,12.797,2016,not visible
Kepler-1551 b,1463.72,7.56,15.371,2016,not visible
Kepler-1556 b,944.54,4.5,15.651,2016,not visible
Kepler-1321 c,769.146,6.35,17.5054,2016,not visible
Kepler-1555 b,2013.27,3.22,15.425,2016,not visible
Kepler-1325 b,973.368,8.55,15.311,2016,not visible
Kepler-1330 b,1720.48,3.36,15.076,2016,not visible
Kepler-1554 b,946.847,8.75,15.93,2016,not visible
Kepler-1553 b,692.594,1.6,15.251,2016,not visible
Kepler-1552 b,769.096,6.66,15.203,2016,not visible
Kepler-1550 b,1179.01,9.38,15.107,2016,not visible
Kepler-1335 b,621.853,2.7,15.248,2016,not visible
Kepler-1549 b,803.052,7.13,15.353,2016,not visible
Kepler-1548 b,872.279,7.46,15.324,2016,not visible
Kepler-1547 b,674.695,0.666,13.464,2016,not visible
Kepler-1546 b,931.956,9.96,15.596,2016,not visible
Kepler-1545 b,729.964,7.75,15.256,2016,not visible
Kepler-1544 b,335.09,3.82,14.287,2016,not visible
Kepler-1543 b,921.784,7.8,13.495,2016,not visible
Kepler-1542 e,399.114,0.363,12.734,2016,not visible
Kepler-1526 b,555.574,6.48,15.935,2016,not visible
Kepler-1524 b,381.773,12.3,12.802,2016,not visible
Kepler-1488 b,905.825,4.12,13.146,2016,not visible
Kepler-1500 b,1217.82,1.87,14.728,2016,not visible
Kepler-1507 b,320.478,0.52,13.267,2016,not visible
Kepler-1506 b,2366.02,2.3,15.836,2016,not visible
Kepler-1505 b,495.148,0.749,13.043,2016,not visible
Kepler-1504 b,2435.94,5.18,15.883,2016,not visible
Kepler-1503 b,1225.57,5.77,15.892,2016,not visible
Kepler-1349 b,276.323,0.271,11.209,2016,not visible
Kepler-1502 b,1514.02,10.2,14.18,2016,not visible
Kepler-1501 b,749.06,3.05,13.683,2016,not visible
Kepler-1498 b,740,2.33,15.352,2016,not visible
Kepler-1509 b,2002.96,4.08,15.455,2016,not visible
Kepler-1497 b,1122,3.39,15.707,2016,not visible
Kepler-1496 b,1307.66,5.56,14.832,2016,not visible
Kepler-1495 b,1355.54,8.96,15.494,2016,not visible
Kepler-1494 b,1285.48,9.64,15.372,2016,not visible
Kepler-1493 b,555.051,2.57,13.7192,2016,not visible
Kepler-1492 b,331.553,2.83,14.689,2016,not visible
Kepler-1491 b,2065.59,2.89,15.796,2016,not visible
Kepler-1490 b,862.92,9.48,15.616,2016,not visible
Kepler-1508 b,1260.28,2.33,14.561,2016,not visible
Kepler-1510 b,1696.25,11.2,15.315,2016,not visible
Kepler-1523 b,865.596,3.12,14.993,2016,not visible
Kepler-1514 b,397.292,6864.0,11.766,2016,not visible
Kepler-1522 b,814.125,3.64,14.357,2016,not visible
Kepler-1521 b,206.983,6.8,13.049,2016,not visible
Kepler-1520 b,607.917,28.1,16.002,2016,not visible
Kepler-1519 b,1441.63,39.6,15.124,2016,not visible
Kepler-1518 b,903.51,9.53,13.374,2016,not visible
Kepler-1517 b,847.299,280.8,12.228,2016,not visible
Kepler-1516 b,1358.95,3.71,14.65,2016,not visible
Kepler-1515 b,539.321,270.4,12.1,2016,not visible
Kepler-1513 b,349.247,197.6,13.071,2016,not visible
Kepler-1511 b,1475.6,3.46,13.564,2016,not visible
Kepler-1512 b,162,1.76,13.451,2016,not visible
Kepler-1342 b,890.724,3.39,15.726,2016,not visible
Kepler-1343 b,1756.71,4.38,15.617,2016,not visible
Kepler-1344 b,853.959,4.04,14.192,2016,not visible
Kepler-1345 b,1355.02,6.17,13.775,2016,not visible
Kepler-1346 b,843.701,3.12,14.625,2016,not visible
Kepler-1347 b,321,1.08,13.557,2016,not visible
Kepler-1348 b,1213.82,4.42,14.871,2016,not visible
Kepler-1557 b,1380.16,2.96,15.383,2016,not visible
Kepler-1558 b,325.737,0.244,13.809,2016,not visible
Kepler-809 b,961.405,9.32,14.875,2016,not visible
Kepler-1185 b,459.273,2.33,12.63,2016,not visible
Kepler-1596 b,2146.23,4.27,15.632,2016,not visible
Kepler-1595 b,845.022,2.04,15.508,2016,not visible
Kepler-1594 b,976.868,1.2,14.951,2016,not visible
Kepler-1593 b,638.249,10.2,16.19,2016,not visible
Kepler-1592 b,1639.47,2.99,14.94,2016,not visible
Kepler-1591 b,1419.58,2.15,14.846,2016,not visible
Kepler-1590 b,771.152,1.55,14.186,2016,not visible
Kepler-1176 b,864.699,6.57,15.27,2016,not visible
K2-63 c,517.534,14.5,12.98,2016,not visible
Kepler-1309 b,845,6.21,16.5119,2016,not visible
Kepler-1312 b,299.104,5.06,12.491,2016,not visible
Kepler-1224 b,559.598,2.33,12.926,2016,not visible
Kepler-1229 b,265.482,2.54,16.124,2016,not visible
Kepler-1234 b,916.749,8.3,15.915,2016,not visible
Kepler-1238 b,1632.13,4.38,14.919,2016,not visible
Kepler-1180 b,1596.8,4.62,15.081,2016,not visible
Kepler-1171 b,573,7.08,11.647,2016,not visible
Kepler-1317 b,728.303,3.05,15.083,2016,not visible
Kepler-920 c,1001.68,13.8,15.492,2016,not visible
Kepler-1597 b,1221.05,1.2,14.257,2016,not visible
Kepler-1598 b,619.862,0.809,13.929,2016,not visible
Kepler-1144 b,1140.57,4.62,14.943,2016,not visible
Kepler-1149 b,1217.73,2.67,15.146,2016,not visible
Kepler-1153 b,1119.49,3.64,15.767,2016,not visible
Kepler-1157 b,342.144,1.32,14.603,2016,not visible
Kepler-917 b,3460.51,4.31,15.896,2016,not visible
Kepler-925 b,611.115,6.08,16.025,2016,not visible
Kepler-1166 b,634.906,3.5,14.65,2016,not visible
Kepler-930 b,848.396,5.18,13.89,2016,not visible
Kepler-935 b,471.782,2.39,15.01,2016,not visible
Kepler-938 b,1182.05,5.56,15.148,2016,not visible
Kepler-944 b,1349.43,7.41,15.636,2016,not visible
Kepler-949 b,486.105,8.8,14.718,2016,not visible
Kepler-953 b,258.893,16.5,11.871,2016,not visible
Kepler-1162 b,940.211,5.52,15.749,2016,not visible
Kepler-1243 b,758.17,3.71,14.898,2016,not visible
Kepler-1568 b,916.313,2.24,14.138,2016,not visible
Kepler-1573 b,1455.36,1.87,15.304,2016,not visible
