all_planet_names,Light_Years_From_Earth,Planet_Mass,Stellar_Magnitude,Discovery_Date,visibility_from_naked_eyes
K2-371 b,442.813,,14.492,2022,not visible
K2-372 b,463.88,8.98,13.589,2022,not visible
K2-374 b,359.439,3.16,12.783,2022,not visible
K2-374 c,359.439,5.53,12.783,2022,not visible
K2-375 b,696.1,5.66,13.164,2022,not visible
K2-376 b,161.61,3.66,10.415,2022,not visible
K2-377 b,195.149,3.51,14.107,2022,not visible
K2-378 b,687.973,8.65,16.029,2022,not visible
K2-384 b,82.6603,1.26,16.12,2022,not visible
K2-406 b,85.3751,19.2,9.465,2022,not visible
K2-405 b,197.234,18.9,12.816,2022,not visible
K2-404 b,121.63,6.94,14.622,2022,not visible
K2-403 b,246.599,24.6,12.305,2022,not visible
K2-386 b,428.785,5.99,13.241,2022,not visible
K2-388 b,290.495,13.0,12.861,2022,not visible
K2-389 b,259.208,5.41,11.827,2022,not visible
K2-389 c,259.208,4.82,11.827,2022,not visible
K2-390 b,456.122,19.6,13.611,2022,not visible
K2-391 b,507.94,2.45,12.527,2022,not visible
K2-392 b,406.985,4.08,12.922,2022,not visible
K2-393 b,265.914,6.13,11.84,2022,not visible
K2-394 b,98.0152,3.51,12.768,2022,not visible
K2-395 b,286.727,7.26,15.131,2022,not visible
K2-395 c,286.727,11.4,15.131,2022,not visible
K2-396 b,274.864,3.12,13.32,2022,not visible
K2-397 b,199.354,6.42,11.865,2022,not visible
K2-398 b,606.992,5.79,13.287,2022,not visible
K2-398 c,606.992,22.8,13.287,2022,not visible
K2-399 b,515.491,30.5,12.478,2022,not visible
K2-400 b,62.3804,1.67,15.108,2022,not visible
K2-401 b,200.727,5.74,14.014,2022,not visible
K2-402 b,523.055,7.65,13.032,2022,not visible
HD 125271 b,39.3466,14175.2,9.68,2022,not visible
K2-385 b,420.819,2.98,14.645,2022,not visible
HD 136118 b,51.4359,17032.6,6.9456,2022,not visible
TOI-1468 c,24.7399,6.64,12.5,2022,not visible
NGTS-23 b,1074.95,796.9,14.126,2022,not visible
NGTS-25 b,521.233,830.7,14.333,2022,not visible
HD 20329 b,63.6796,7.42,8.76,2022,not visible
TOI-1288 b,114.865,171.795,10.445,2022,not visible
TOI-277 b,64.6692,7.51,13.632,2022,not visible
HD 114082 b,95.3906,10400.0,8.2,2022,not visible
HD 167768 b,107.214,1105.0,5.98894,2022,visible
TOI-1695 b,45.1309,6.36,12.989,2022,not visible
HD 206893 c,40.7583,16510.0,6.68804,2022,not visible
TOI-1136 b,84.5362,3.5,9.534,2022,not visible
TOI-1136 c,84.5362,6.32,9.534,2022,not visible
TOI-1136 d,84.5362,8.35,9.534,2022,not visible
TOI-1136 e,84.5362,6.07,9.534,2022,not visible
TOI-1136 f,84.5362,9.7,9.534,2022,not visible
TOI-1136 g,84.5362,5.6,9.534,2022,not visible
HD 191939 g,53.6089,13.5,8.97,2022,not visible
TOI-1468 b,24.7399,3.21,12.5,2022,not visible
HD 109833 c,79.5561,7.22,9.29,2022,not visible
K2-412 b,654.085,5.13,15.746,2022,not visible
KOI-7913 b,271.277,6.08,14.23,2022,not visible
TOI-5542 b,348.849,1716.0,12.42,2022,not visible
HD 3167 e,47.2899,8.41,8.97,2022,not visible
mu2 Scorpii b,9.6382902362397,18720.0,3.56,2022,visible
NGTS-21 b,592.891,3068.0,15.506,2022,not visible
TOI-3884 b,43.1448,16.5,15.744,2022,not visible
TOI-969 b,77.2554,9.1,11.646,2022,not visible
TOI-969 c,77.2554,14690.0,11.646,2022,not visible
HD 18599 b,38.5653,24.1,8.99,2022,not visible
K2-411 b,298.219,0.937,12.27,2022,not visible
K2-413 b,285.162,0.363,15.013,2022,not visible
K2-413 c,285.162,2.05,15.013,2022,not visible
K2-414 b,260.036,1.98,14.289,2022,not visible
K2-414 c,260.036,4.38,14.289,2022,not visible
HD 109833 b,79.5561,8.69,9.29,2022,not visible
KIC 3526061 b,401.229,23595.0,10.372,2022,not visible
GJ 463 b,18.3554,4680.0,11.595,2022,not visible
TOI-1634 c,35.2736,,13.217,2022,not visible
TOI-411 b,62.7792,13.71,8.270001,2022,not visible
TOI-411 c,62.7792,9.72,8.270001,2022,not visible
HD 168863 b,39.8979,8814.0,9.35,2022,not visible
TOI-1260 d,73.5977,11.84,11.922,2022,not visible
GJ 1002 b,4.84867,1.08,13.76,2022,not visible
GJ 1002 c,4.84867,1.36,13.76,2022,not visible
Kepler-138 e,66.8624,0.43,13.04,2022,not visible
TOI-1288 c,114.865,343.577,10.445,2022,not visible
KOI-7368 b,264.995,5.56,12.969,2022,not visible
NGTS-24 b,683.062,676.0,13.214,2022,not visible
HD 184010 d,60.7993,585.0,5.88639,2022,visible
HD 155918 b,27.561,7.628,7.0,2022,not visible
HD 140901 b,15.2465,15.574,6.012,2022,not visible
HD 140901 c,15.2465,2340.0,6.012,2022,not visible
HD 184010 c,60.7993,390.0,5.88639,2022,visible
HD 149806 b,20.2727,16376.1,7.08308,2022,not visible
GJ 3222 b,18.23817,11.442,6.9,2022,not visible
GJ 680 b,9.67315,32630.0,10.129,2022,not visible
HD 153557 b,17.9412,20.341,7.83,2022,not visible
HD 153557 c,17.9412,17.481,7.83,2022,not visible
HD 153557 d,17.9412,35690.2,7.83,2022,not visible
HD 155918 c,27.561,7681.7,7.0,2022,not visible
HD 72659 c,51.8949,24447.8,7.46,2022,not visible
HD 18143 b,22.5243,10.806,7.518,2022,not visible
HD 18143 c,22.5243,12997.4,7.518,2022,not visible
HD 199509 b,24.3056,176.8,6.98,2022,not visible
GJ 9714 b,20.5121,12223.9,9.37,2022,not visible
HD 115404 A b,10.9869,30.829,6.55,2022,not visible
HD 115404 A c,10.9869,13414.7,6.55,2022,not visible
HIP 55507 b,25.4893,10575.5,9.8,2022,not visible
HD 217786 c,55.4847,7.31,7.78,2022,not visible
HD 28185 c,39.3809,25530.7,7.8,2022,not visible
HD 127506 b,22.5279,27.333,8.7,2022,not visible
HD 110537 b,45.0858,35228.7,7.83,2022,not visible
HIP 948 b,34.8523,26780.0,9.92,2022,not visible
HIP 35965 b,50.1677,10593.7,10.18,2022,not visible
HD 16905 b,39.7401,14690.0,9.44,2022,not visible
HD 188641 b,64.3399,38174.5,7.34,2022,not visible
HD 190228 b,62.7146,6539.0,7.3,2022,not visible
HD 194490 b,80.2349,14569.1,8.99,2022,not visible
HD 217958 b,61.7957,681.2,8.05,2022,not visible
HD 29985 b,31.2707,7114.9,9.98,2022,not visible
TOI-1820 b,248.504,2990.0,10.899,2022,not visible
TOI-2025 b,335.985,4680.0,11.599,2022,not visible
TOI-2158 b,198.473,1066.0,10.887,2022,not visible
HD 457 b,55.0375,34543.6,7.72,2022,not visible
HD 56957 b,61.4925,7693.4,7.57,2022,not visible
HD 62364 b,53.112,24401.0,7.32,2022,not visible
HD 62364 c,53.112,32409.0,7.32,2022,not visible
HD 62549 b,49.3305,11074.7,7.72,2022,not visible
HD 80883 b,34.6011,7150.0,8.6,2022,not visible
HD 80913 b,61.3603,30698.2,7.49,2022,not visible
HD 86065 b,40.3661,11768.9,9.36,2022,not visible
HD 88072 b,35.9098,10273.9,7.55,2022,not visible
HD 97037 b,32.413,27436.5,6.81828,2022,not visible
HD 43197 c,62.4112,10228.4,8.98,2022,not visible
HD 142 A d,26.1853,338.0,5.7,2022,visible
HD 73267 c,50.4093,6670.3,8.9,2022,not visible
HD 203387 c,61.7477,9730.5,4.28,2022,visible
HD 93351 b,56.163,3.496,9.12,2022,not visible
GJ 2030 b,37.0788,4.767,6.20902,2022,not visible
GJ 2030 c,37.0788,16643.9,6.20902,2022,not visible
HD 113337 c,36.18,25767.3,6.02078,2022,not visible
HD 11343 c,155.121,1045.2,7.88,2022,not visible
HD 11506 d,51.261,9597.9,7.51,2022,not visible
HD 12235 b,31.7627,10.488,5.88051,2022,visible
HD 12235 c,31.7627,12825.8,5.88051,2022,visible
HD 203387 b,61.7477,4524.0,4.28,2022,visible
HD 204313 e,47.7945,19912.1,7.99,2022,not visible
HD 184010 b,60.7993,403.0,5.88639,2022,visible
TOI-5238 b,290.646,23.7,12.214,2022,not visible
HD 93351 c,56.163,16991.0,9.12,2022,not visible
HIP 19976 b,40.2707,21.612,10.48,2022,not visible
HD 23472 d,39.0341,0.55,9.73,2022,not visible
HD 23472 e,39.0341,0.72,9.73,2022,not visible
HD 23472 f,39.0341,0.77,9.73,2022,not visible
TOI-2545 b,107.118,8.0,9.521,2022,not visible
TOI-5174 b,197.243,24.8,11.583,2022,not visible
TOI-5398 b,130.855,240.097,10.059,2022,not visible
HD 28192 b,49.8063,408.2,8.06,2022,not visible
HD 81817 c,269.126,29391.7,4.26489,2022,visible
HD 213519 b,41.0014,9.217,7.68,2022,not visible
HD 156098 b,48.249,15.891,5.53,2022,visible
HD 151450 b,43.6002,38.457,7.43,2022,not visible
HD 156098 c,48.249,6796.4,5.53,2022,visible
HD 205158 b,86.6159,509.6,7.84,2022,not visible
HD 144899 b,115.665,20.341,8.97,2022,not visible
HD 111232 c,28.9571,23481.9,7.59,2022,not visible
HD 13724 c,43.465,208.0,7.89,2022,not visible
HD 25912 b,49.1661,38.139,8.2,2022,not visible
HD 25912 c,49.1661,21485.1,8.2,2022,not visible
HD 122562 c,53.2528,299.0,7.659,2022,not visible
HD 105618 c,70.0837,34438.3,8.63,2022,not visible
HD 105618 b,70.0837,25.426,8.63,2022,not visible
HD 151450 c,43.6002,6692.4,7.43,2022,not visible
HD 96700 c,25.4111,3.5,6.51,2021,not visible
HD 96700 d,25.4111,12.7,6.51,2021,not visible
LHS 1678 b,19.8782,0.35,12.6,2021,not visible
HD 93385 b,43.3475,4.2,7.49,2021,not visible
HD 96700 b,25.4111,8.9,6.51,2021,not visible
HD 93385 c,43.3475,7.1,7.49,2021,not visible
HD 93385 d,43.3475,8.7,7.49,2021,not visible
HD 189567 b,17.9323,8.5,6.07,2021,not visible
HD 189567 c,17.9323,7.0,6.07,2021,not visible
HD 39194 b,26.4131,4.0,8.09,2021,not visible
HD 39194 c,26.4131,6.3,8.09,2021,not visible
HD 39194 d,26.4131,4.0,8.09,2021,not visible
LHS 1678 c,19.8782,1.4,12.6,2021,not visible
HD 154088 b,18.2692,6.6,6.59,2021,not visible
HD 137496 c,155.317,9958.0,9.899,2021,not visible
HIP 97166 b,65.9501,20.0,9.92,2021,not visible
GJ 367 b,9.41263,0.633,10.153,2021,not visible
Kepler-1917 b,909.037,4.23,15.474,2021,not visible
Kepler-1894 b,935.191,1.87,15.452,2021,not visible
Kepler-1817 b,748.569,5.79,15.346,2021,not visible
Kepler-1797 b,1338.49,9.58,15.421,2021,not visible
Kepler-1786 b,863.909,10.1,14.088,2021,not visible
Kepler-1780 b,790.516,12.7,14.907,2021,not visible
HIP 97166 c,65.9501,9.9,9.92,2021,not visible
K2-358 b,480.307,7.65,13.699,2021,not visible
HD 207897 b,28.2938,14.4,8.37,2021,not visible
EPIC 206024342 c,369.888,2.54,13.096,2021,not visible
HD 137496 b,155.317,4.04,9.899,2021,not visible
TOI-2257 b,57.7911,5.45,15.211,2021,not visible
EPIC 206042996 c,451.769,1.87,16.59,2021,not visible
K2-356 b,355.54,5.86,13.268,2021,not visible
TOI-2285 b,42.409,19.5,13.403,2021,not visible
EPIC 228836835 b,150.124,1.37,16.77,2021,not visible
HD 22496 b,13.5956,5.57,8.57,2021,not visible
TOI-1201 b,37.8871,6.28,12.26,2021,not visible
GPX-1 b,655.013,25610.0,12.316,2021,not visible
TIC 257060897 b,505.703,871.0,11.814,2021,not visible
Kepler-1468 d,1899.24,11.1,15.111,2021,not visible
TOI-1518 b,225.888,2990.0,8.952,2021,not visible
TOI-558 b,402.63,4693.0,11.233,2021,not visible
TIC 172900988 b,250.956,3853.018,10.141,2021,not visible
TOI-559 b,233.266,7813.0,11.091,2021,not visible
TOI-1431 b,148.925,4056.0,8.03,2021,not visible
TOI-530 b,148.762,520.0,15.403,2021,not visible
HD 63935 b,48.9739,10.8,8.58,2021,not visible
K2-357 b,517.687,13.4,13.748,2021,not visible
HD 63935 c,48.9739,11.1,8.58,2021,not visible
OGLE-2018-BLG-1185L b,7400,8.4,29.3,2021,not visible
K2-355 b,500.497,5.69,13.707,2021,not visible
TOI-1296 b,323.265,387.4,11.37,2021,not visible
TOI-1298 b,319.036,462.8,11.889,2021,not visible
TOI-1789 b,229.067,910.0,9.721,2021,not visible
TOI-3362 b,366.987,6537.7,10.86,2021,not visible
EPIC 201427007 b,706.391,2.86,14.321,2021,not visible
EPIC 201595106 b,232.1,2.24,11.746,2021,not visible
EPIC 206024342 d,369.888,7.27,13.096,2021,not visible
EPIC 212624936 b,561.929,1.87,13.976,2021,not visible
EPIC 212624936 c,561.929,5.9,13.976,2021,not visible
EPIC 220492298 b,624.512,0.937,13.991,2021,not visible
Kepler-1969 b,1204.54,3.47,15.851,2021,not visible
Kepler-1266 c,849.312,3.46,16.016,2021,not visible
Kepler-1717 b,1008.79,9.21,13.323,2021,not visible
Kepler-1945 b,975.4387404403,2.21,13.586,2021,not visible
Kepler-1775 b,657.023,12.9,13.429,2021,not visible
Kepler-1777 b,619.146,5.19,14.112,2021,not visible
Kepler-1787 b,778.602,5.99,14.564,2021,not visible
Kepler-1821 b,799.699,7.24,14.795,2021,not visible
Kepler-1824 b,1040.1,6.26,14.976,2021,not visible
Kepler-1829 b,679.921,6.71,15.218,2021,not visible
Kepler-1832 b,486.174,2.02,14.577,2021,not visible
Kepler-1839 b,1136.6,4.46,14.935,2021,not visible
Kepler-1843 b,784.625,7.8,13.086,2021,not visible
Kepler-1862 b,1232.19,5.49,15.847,2021,not visible
Kepler-1864 b,298.894,0.353,12.123,2021,not visible
Kepler-1886 b,1059.51,7.18,15.627,2021,not visible
Kepler-1905 b,1051.53,2.69,15.086,2021,not visible
Kepler-1939 b,189.833,1.68,13.622,2021,not visible
Kepler-1952 b,852.062,2.07,13.828,2021,not visible
Kepler-1723 b,811.278,8.65,14.383,2021,not visible
Kepler-1961 b,1042.45,3.25,15.809,2021,not visible
Kepler-1968 b,750.93,2.86,16.303,2021,not visible
Kepler-607 c,519.122,8.05,14.672,2021,not visible
Kepler-1038 c,584.136,2.59,15.03,2021,not visible
Kepler-1312 c,299.104,1.07,12.491,2021,not visible
Kepler-1488 c,905.825,3.37,13.146,2021,not visible
Kepler-1716 b,195.439,6.46,13.129,2021,not visible
Kepler-1719 b,905.406,14.8,13.478,2021,not visible
Kepler-1721 b,641.374,9.9,15.085,2021,not visible
Kepler-1724 b,1060.77,8.43,14.961,2021,not visible
Kepler-1732 b,1289.41,15.7,14.884,2021,not visible
Kepler-1735 b,245.303,1.84,15.896,2021,not visible
Kepler-1778 b,1276.29,9.36,15.273,2021,not visible
Kepler-1763 b,756.486,1.59,13.634,2021,not visible
Kepler-1750 b,1497.33,30.1,15.702,2021,not visible
Kepler-1741 b,270.739,2.16,16.154,2021,not visible
Kepler-1740 b,1061.77,11.0,15.454,2021,not visible
Kepler-1726 b,390.552,6.84,13.851,2021,not visible
Kepler-1769 b,438.412,18.2,12.487,2021,not visible
Kepler-1772 b,871.564,7.68,13.546,2021,not visible
Kepler-1783 b,264.078,2.3,13.309,2021,not visible
Kepler-1802 b,636.694,3.43,15.905,2021,not visible
Kepler-1816 b,437.823,4.53,14.734,2021,not visible
Kepler-1825 b,430.254,2.61,14.605,2021,not visible
Kepler-1834 b,500.395,2.73,15.18,2021,not visible
Kepler-1868 b,274.18,10.1,14.157,2021,not visible
Kepler-1897 b,983.174,8.32,16.01,2021,not visible
Kepler-1909 b,763.662,1.33,15.933,2021,not visible
Kepler-1912 b,297.017,2.41,12.36,2021,not visible
Kepler-1927 b,1091,11.5,13.312,2021,not visible
Kepler-1930 b,275.694,2.95,13.447,2021,not visible
Kepler-1936 b,871.096,10.2,13.393,2021,not visible
Kepler-1943 b,1004.55,3.02,13.868,2021,not visible
Kepler-1955 b,449.351,1.69,12.609,2021,not visible
Kepler-1959 b,479.263,1.57,14.797,2021,not visible
Kepler-1962 b,866.826,1.95,15.146,2021,not visible
Kepler-1963 b,492.847,0.337,14.054,2021,not visible
Kepler-1965 b,521.791,2.4,13.839,2021,not visible
Kepler-27 d,1044.36,7.78,15.822,2021,not visible
Kepler-457 d,1072.3,9.19,14.411,2021,not visible
Kepler-1165 c,1575.2,11.2,14.521,2021,not visible
Kepler-1322 c,1350.32,5.29,15.876,2021,not visible
Kepler-1530 d,489.876,10.8,14.15,2021,not visible
Kepler-1712 b,156.264,5.83,14.946,2021,not visible
Kepler-1713 b,295.293,3.59,11.065,2021,not visible
Kepler-1730 b,1427.08,18.4,15.478,2021,not visible
BD-00 4475 b,42.6402,32565.0,9.01,2021,not visible
TOI-2202 c,235.933,479.7,13.004,2021,not visible
BD+55 362 b,52.5697,936.0,9.38,2021,not visible
LHS 1478 b,18.2276,2.33,13.304,2021,not visible
NGTS-15 b,786.485,976.3,14.669,2021,not visible
NGTS-16 b,898.168,867.1,14.529,2021,not visible
NGTS-17 b,1040.28,993.2,14.412,2021,not visible
NGTS-18 b,1096.19,531.7,14.588,2021,not visible
TOI-257 b,76.9028,179.4,7.57,2021,not visible
HIP 114933 b,101.766,2522.0,7.25,2021,not visible
HIP 56640 b,122.324,8801.0,7.94,2021,not visible
HIP 75092 b,81.6696,2327.0,7.11,2021,not visible
HIP 90988 b,94.0349,2732.6,7.75,2021,not visible
TOI-269 b,57.0225,8.8,14.37,2021,not visible
Kepler-1801 b,839.332,7.8,15.28,2021,not visible
BD+45 564 b,53.622,1768.0,9.67,2021,not visible
BD+63 1405 b,38.0473,13520.0,8.96,2021,not visible
HD 5278 b,57.5846,7.8,7.94,2021,not visible
HD 124330 b,60.1977,975.0,7.88,2021,not visible
HD 155193 b,57.7995,975.0,7.0092,2021,not visible
HD 331093 b,50.1928,1950.0,8.38,2021,not visible
TOI-1231 b,27.6227,15.4,12.36,2021,not visible
TOI-1444 b,125.463,3.87,10.936,2021,not visible
TOI-1444 c,125.463,11.8,10.936,2021,not visible
TOI-220 b,90.7402,13.8,10.466,2021,not visible
YSES 2 b,109.406,8190.0,10.885,2021,not visible
HD 107148 c,49.4156,19.896,8.01,2021,not visible
HD 136925 b,47.874,1092.0,7.91433,2021,not visible
HD 141004 b,11.9159,13.635,4.422,2021,visible
HD 145675 c,17.9323,6532.5,6.61935,2021,not visible
HD 152843 b,107.898,11.56,8.855,2021,not visible
HD 152843 c,107.898,27.5,8.855,2021,not visible
HD 5278 c,57.5846,18.4,7.94,2021,not visible
TOI-519 b,115.557,601.9,17.35,2021,not visible
HD 164922 e,22.0016,10.52,7.01227,2021,not visible
HD 110082 b,105.096,10.3,9.23,2021,not visible
TOI-251 b,99.523,,9.887,2021,not visible
HD 108236 f,64.5978,4.72,9.25,2021,not visible
HD 110113 b,106.307,4.55,10.09,2021,not visible
HD 110113 c,106.307,10.5,10.09,2021,not visible
NGTS-13 b,647.595,6292.0,12.744,2021,not visible
TOI-178 b,62.699,1.5,11.955,2021,not visible
TOI-178 c,62.699,4.77,11.955,2021,not visible
TOI-178 d,62.699,3.01,11.955,2021,not visible
TOI-178 e,62.699,3.86,11.955,2021,not visible
TOI-178 f,62.699,7.72,11.955,2021,not visible
TOI-178 g,62.699,3.94,11.955,2021,not visible
HD 4760 b,537.873,18070.0,7.51,2021,not visible
HD 96992 b,396.082,1482.0,8.57,2021,not visible
TYC 0434-04538-1 b,613.422,7930.0,10.247,2021,not visible
HD 13808 b,28.2305,11.2,8.36,2021,not visible
TOI-201 b,113.825,546.0,9.07,2021,not visible
HD 13808 c,28.2305,9.96,8.36,2021,not visible
K2-138 g,202.585,4.32,12.246,2021,not visible
HD 183579 b,57.2651,19.7,8.67,2021,not visible
NGTS-14 A b,322.148,29.24,13.268,2021,not visible
TOI-1333 b,200.492,3081.0,9.438,2021,not visible
TOI-1478 b,152.892,1106.3,10.723,2021,not visible
TOI-1601 b,336.608,1287.0,10.66,2021,not visible
TOI-628 b,178.68,8229.0,10.112,2021,not visible
TOI-640 b,341.997,1144.0,10.51,2021,not visible
GJ 414 A b,11.8893,7.6,8.31,2021,not visible
GJ 414 A c,11.8893,220.181,8.31,2021,not visible
GJ 486 b,8.07426,2.82,11.39,2021,not visible
GJ 740 b,11.1017,2.96,9.22,2021,not visible
HD 156668 c,24.3323,31.497,8.43,2021,not visible
HD 168009 b,23.3032,9.535,6.295,2021,not visible
TOI-2202 b,235.933,1271.4,13.004,2021,not visible
AU Microscopii c,9.7221,9.6,8.81,2021,not visible
HD 115954 b,87.6437,10985.0,8.34,2021,not visible
HD 211403 b,83.0919,7202.0,8.48,2021,not visible
HD 27969 b,67.9328,6240.0,7.66,2021,not visible
HD 80869 b,85.3951,6584.5,8.48,2021,not visible
HD 95544 b,87.8049,7827.3,8.39,2021,not visible
TOI-1749 b,99.5561,233.142,13.86,2021,not visible
TOI-1749 c,99.5561,14.0,13.86,2021,not visible
TOI-1749 d,99.5561,15.0,13.86,2021,not visible
TOI-1062 b,82.1733,10.15,10.249,2021,not visible
TOI-1062 c,82.1733,9.78,10.249,2021,not visible
TOI-1278 b,75.5759,24050.0,13.502,2021,not visible
KIC 10068024 b,721.105,2600.0,13.144,2021,not visible
HAT-P-64 b,651.897,754.0,12.855,2021,not visible
KIC 5479689 b,454.95,650.0,13.929,2021,not visible
KIC 8121913 b,707.303,2730.0,12.38,2021,not visible
COCONUTS-2 b,10.8864,8190.0,11.298,2021,not visible
TOI-431 b,32.5686,3.07,9.12,2021,not visible
TOI-431 c,32.5686,2.83,9.12,2021,not visible
TOI-431 d,32.5686,9.9,9.12,2021,not visible
TOI-532 b,135.047,251.55,14.413,2021,not visible
K2-331 b,211.43,3.86,11.305,2021,not visible
K2-350 b,489.368,2.99,13.449,2021,not visible
K2-352 b,176.051,2.45,11.125,2021,not visible
K2-353 b,268.515,26.3,12.337,2021,not visible
L 98-59 e,10.6194,3.06,11.685,2021,not visible
HD 109286 b,55.4156,3887.0,8.78,2021,not visible
HAT-P-63 b,4483.05,798.2,20.1544,2021,not visible
HD 213472 b,64.4527,4550.0,8.17,2021,not visible
GJ 393 b,7.03149,1.71,9.65,2021,not visible
HD 24040 c,46.6224,261.3,7.515,2021,not visible
HD 26161 b,40.9128,36998.0,6.89333,2021,not visible
HD 3765 b,17.926,224.9,7.36,2021,not visible
HD 66428 c,53.2817,2293.2,8.25,2021,not visible
HD 68988 c,60.8447,19500.0,8.2,2021,not visible
HD 95735 c,2.5461,13.6,7.421,2021,not visible
KOI-1831 d,501.574,2.23,14.222,2021,not visible
KOI-1833 d,290.324,11.02,14.626,2021,not visible
KOI-3503 b,887.064,9.2,13.831,2021,not visible
KOI-3503 c,887.064,10.36,13.831,2021,not visible
WASP-110 b,274.96,663.0,12.762,2021,not visible
Kepler-129 d,408.845,10790.0,11.809,2021,not visible
G 264-012 b,16.009,2.5,13.078,2021,not visible
G 264-012 c,16.009,3.75,13.078,2021,not visible
GJ 720 A b,15.5575,13.64,9.84,2021,not visible
HAT-P-62 b,348.815,989.3,12.539,2021,not visible
TOI-1260 b,73.5977,8.56,11.922,2021,not visible
TOI-1260 c,73.5977,13.2,11.922,2021,not visible
TOI-1634 b,35.2736,7.57,13.217,2021,not visible
TOI-1685 b,37.6153,3.09,13.378,2021,not visible
TOI-674 b,46.0851,23.6,14.203,2021,not visible
TOI-1259 A b,118.106,573.3,12.079,2021,not visible
TOI-1807 b,42.5775,2.57,10.0,2021,not visible
TOI-2076 b,41.9091,6.89,9.139,2021,not visible
TOI-2076 c,41.9091,12.0,9.139,2021,not visible
TOI-2076 d,41.9091,10.5,9.139,2021,not visible
HAT-P-58 b,515.59,483.6,12.925,2021,not visible
HAT-P-59 b,265.471,2002.0,11.64,2021,not visible
HAT-P-60 b,233.22,746.2,9.727,2021,not visible
HAT-P-61 b,338.84,1374.1,13.096,2021,not visible
Kepler-1784 b,883.045,8.24,15.423,2021,not visible
Kepler-1793 b,1189.88,13.8,15.949,2021,not visible
Kepler-1842 b,923.551,6.14,14.746,2021,not visible
Kepler-1850 b,250.199,0.313,14.44,2021,not visible
Kepler-1791 b,602.218,9.91,13.529,2021,not visible
Kepler-1806 b,978.066,6.15,16.173,2021,not visible
Kepler-1837 b,1229.18,4.92,15.48,2021,not visible
Kepler-1838 b,451.242,3.4,11.443,2021,not visible
Kepler-1849 b,631.884,6.29,15.997,2021,not visible
Kepler-1855 b,3830.0108122645,1.96,16.556,2021,not visible
Kepler-1872 b,840.182,6.28,15.966,2021,not visible
